material_id,composition,E_g
mp-768648,Li8 Fe4 P4 C4 O28,2.175
mp-1199620,Li8 H40 C32 O28 F72,5.4884
mp-770585,Li2 Ti1 Co3 P6 O24,0.0
mp-774631,Li8 Ti4 V12 O32,0.3450999999999999
mp-696441,Li4 Cr4 H8 O18,0.1020000000000003
mp-561336,Li4 Mg4 Si8 O22,4.9276
mp-757611,Li4 Co2 Ni2 P4 O16,2.0977
mp-1274319,Li4 V6 O12,0.9769
mp-720669,Li4 Ti4 Mn2 Cr4 P12 O48,2.1315
mp-850939,Li2 Mn1 V1 P4 O14,0.0101000000000004
mp-1302787,Li4 Al2 Ni6 O12,0.3918999999999997
mp-861290,Li4 Fe2 Si6 O16,0.0
mp-772783,Li4 Mg6 Ti12 O32,3.288
mp-570771,Ba1 Li2 Mg2 Si2,0.0
mp-1264218,Li8 Mn8 Si12 O36,3.296
mp-1178027,Li2 Co1 Ni3 O8,0.0
mp-779065,Li4 Mn4 Co2 O12,0.5897000000000001
mp-752900,Li8 Fe4 Si4 O16,2.5809999999999995
mp-1093592,Li2 Sn1 Bi1,0.0878999999999998
mp-769577,Li4 V2 Cr6 O16,0.4628000000000001
mp-1223021,Li8 U4 W4 O28,1.87
mp-603606,Li4 Fe6 P8 O28,2.1669
mp-1344597,Li2 V1 Si7 O16,0.0
mp-799788,Li8 Ni4 O8 F4,0.0
mp-753943,Li2 Fe1 S2,0.0
mp-753448,Li4 Ni6 O2 F12,3.2175
mp-887724,Li8 Fe4 O12,1.0267
mp-1272911,Li8 V4 O8 F4,1.6802
mp-1222715,Li4 Ti4 As2 P2 O20,3.139
mp-1210701,Li2 B11 H11,3.8953
mp-1343846,Li4 Co6 Sn2 O16,0.0
mp-753366,Li4 Co2 Cu2 O8,0.0
mp-778397,Li8 Sn4 B8 O24,3.0464
mp-766984,Li4 Fe2 Si12 O30,0.3324
mp-762856,Li4 Fe2 P4 O16,0.0
mp-1960,Li2 O1,4.8986
mp-1111349,Na1 Li2 Cr1 F6,4.299
mp-1177897,Li6 Mn3 Fe3 B6 O18,2.7636
mp-1096416,Li2 Mg1 Au1,0.6383000000000001
mp-780197,Li4 Mn6 B6 O18,0.0
mp-761121,Li6 V3 Cr3 P12 O42,2.0869
mp-775190,Li2 V3 Cu1 O8,0.0
mp-1222615,Li2 Mg1 Sn1,0.0474999999999994
mp-756776,Li4 Fe2 P2 H2 O10,3.8225
mp-1177895,Li4 Mn2 V2 P6 O24,1.3347
mp-1222627,Li2 Zn1 Ge3,0.0
mp-1111352,Li2 Al1 Hg1 F6,0.0
mp-1285073,Li4 Cr2 Ni2 O8,0.0
mp-779471,Li4 Mn2 Fe2 B4 O12,3.0889
mp-849410,Li6 Mn9 B9 O27,0.0
mp-865580,Li2 Dy1 In1,0.0
mp-756639,Li6 Nb3 O3 F15,3.6859
mp-754723,Li2 Ti3 Bi1 O8,0.0
mp-31324,Li4 In2,0.0
mp-867571,Li8 Mn8 P8 O36,0.6033
mp-1646935,Li4 Fe2 Co4 O12,0.9612
mp-560463,Li8 B16 O28,3.7379
mp-753742,Li4 Mn4 O2 F12,1.3434
mp-761676,Li2 Co3 Sb1 O8,0.0
mp-1983876,Li8 Co4 C4 S4 O28,2.8183
mp-761675,Li2 Cr3 Co1 O8,0.5895999999999999
mp-1177936,Li8 Mn4 Se8 O24,3.2053000000000003
mp-675779,Li4 Mo6 S8,1.4366000000000003
mp-721086,Li2 Cu1 P6 H20 C2 N6 O22,0.4524
mp-555186,Li4 Zn2 Sn2 S8,2.3137
mp-753252,Li8 Mn4 O4 F12,1.2659
mp-780583,Li4 Mn2 Fe2 B4 O12,3.0729999999999995
mp-767720,Li4 V8 Si8 O26,1.9007
mp-776087,Li4 Mn2 V2 P4 O16 F4,0.7482
mp-768437,Li8 Bi4 B8 O24,0.0
mp-1309506,Li4 Fe6 Sn2 O16,0.1095000000000001
mp-1278326,Li8 Ti4 V4 O16,0.0
mp-1025473,Li4 Nd2 Ge2,0.0
mp-775796,Li4 Ti6 Nb2 O16,0.0
mp-757348,Li4 Fe2 Si12 O30,0.2845000000000001
mp-849317,Li8 V8 P12 O48,0.0
mp-763205,Li8 V4 O8 F4,1.3484000000000005
mp-1661729,Li8 Co4 Sn4 P8 O32,2.2519
mp-759811,Li4 V2 Cr2 P4 H4 O20,0.0
mp-1667139,Na4 Li8 Fe4 P4 C4 O28,3.983200000000001
mp-768436,Li8 Mn4 B4 O16,0.4906000000000001
mp-758722,Li4 Fe2 Cu2 P4 O16,0.0
mp-1246584,Li8 Ca20 N16,0.0
mp-1304290,Li4 Mn6 Nb2 O16,1.3096
mp-985637,Li8 Si16 O28,2.708600000000001
mp-770682,Li4 Co2 Si8 O20,2.8011000000000004
mp-1177911,Li4 Mn6 Sb2 O16,0.2993000000000001
mp-1643079,Li8 Mn4 O8 F4,2.1221
mp-776438,Li4 V2 F12,2.3686
mp-778506,Li8 V4 F20,2.8520000000000003
mp-771018,Li8 Mn4 B4 O16,0.6277000000000001
mp-866194,Li2 Mg1 Cd1,0.0
mp-532085,Li20 Ir10 O30,0.0
mp-675946,Li8 Mg4 Br16,3.7295
mp-764791,Li8 Mn4 Si8 O24,3.2278
mp-1274949,Li4 Fe6 Te2 O16,1.3885999999999998
mp-1663998,Li4 Mn6 Fe2 O16,0.4848000000000003
mp-1180938,Li12 Se6 O24,3.5781
mp-757760,Li4 Mn4 Co2 P6 O24,0.4900000000000002
mp-776112,Li8 Fe12 Ni4 O32,0.0
mp-777451,Li16 Fe8 F32,3.6065
mp-1245732,Li6 Ir3 N6,0.0
mp-758858,Li8 V4 O8 F4,1.1294000000000004
mp-1093540,Li2 Ga1 Bi1,0.0011000000000001
mp-759034,Li4 Fe2 Si8 O22,0.0
mp-850782,Li4 Mn6 B6 O18,0.0
mp-772868,Li2 Mg1 Cr3 S6 O24,0.0327999999999999
mp-753863,Li4 Ti4 S10,1.1807
mp-1177954,Li8 Fe4 F16,3.2415
mp-1246179,Li2 Os1 N2,0.0
mp-756431,Li4 Cu2 Sn2 O8,0.0
mp-694934,Li8 Ti4 Fe4 P12 O48,2.4993
mp-771146,Li4 Ti2 Mn6 O16,0.0
mp-758688,Li8 Cu4 F16,0.3253999999999999
mp-768765,Li8 Bi8 B8 O28,3.1397
mp-768755,Li8 Sn8 S12 O48,3.9623
mp-759238,Li12 Mn6 Si12 O36,2.76
mp-1222732,Li4 Ti2 Mn4 Ni2 O16,0.7694000000000001
mp-1313908,Li4 Ti2 V6 O16,0.0
mp-1275319,Li4 Mn2 Cr2 O8,1.3218999999999994
mp-7610,Li2 Ca1 Si1 O4,5.189699999999999
mp-849616,Li4 Mn6 B6 O18,0.2472999999999998
mp-1272755,Li8 Fe4 O8,3.0405999999999995
mp-760774,Li8 Ni12 Sn4 O32,0.5037000000000003
mp-1177993,Li8 Mn12 Sn4 O32,0.6745999999999999
mp-752828,Li8 Si8 Ni4 O24,3.2396000000000003
mp-1264368,Li8 Co4 Si16 O40,3.3704
mp-1184968,Li2 Lu1 In1,9.999999999976694e-05
mp-26415,Li8 V4 P8 O32,1.3100999999999998
mp-1177788,Li2 V1 Fe1 O4,1.1175000000000002
mp-28250,Li2 Mn1 Br4,1.7801
mp-1638898,Li4 Fe2 P2 H2 O10,3.7864
mp-1177992,Li4 Mn2 Co4 O12,1.6124
mp-753231,Li2 V4 O3 F8,1.0068
mp-763104,Li4 Mn2 F8,3.5855
mp-562394,Cs16 Li8 Si24 O60,4.1657
mp-15901,Li2 La1 Ta2 O7,0.0
mp-764318,Li6 V3 Fe3 P12 O42,1.3479
mp-2530,Li2 Te1,2.4914
mp-1093692,Li2 Si1 Au1,0.2497000000000002
mp-1239118,Cs2 Li4 H6 O6,3.9995
mp-1262173,Li8 Fe8 Si8 O36,0.0317000000000002
mp-18050,Li12 Mo6 O24,3.8713
mp-1029385,Li2 Sn1 N2,1.6967
mp-559518,Li8 Fe4 Si4 O16,3.3961
mp-13985,Li4 Pd2 F12,1.6748999999999998
mp-760282,Li4 V2 O2 F8,3.1186
mp-1179724,Rb2 Li4 H12 N6,1.7775
mp-1222778,Li2 Ti1 I6 O18,2.7776000000000005
mp-753570,Li2 Mn7 F16,2.6388
mp-773482,Li8 V12 Fe4 O32,1.2138
mp-1177797,Li16 V8 F48,1.7323
mp-758993,Li8 Cr8 P8 O28 F8,1.7499000000000002
mp-1096253,Li2 Zn1 Cd1,0.6759999999999999
mp-1222845,Li2 Ti4 Ni1 P4 O20,2.9379
mp-1661734,Li8 Co4 Sn4 P8 O32,2.1936000000000004
mp-763238,Li2 Cr2 P4 H3 O16,0.0
mp-1177801,Li4 V2 Cr6 O16,1.1882
mp-758564,Li4 V2 C6 O18,2.3544
mp-30406,Li2 Tl1 Au1,0.0
mp-1180619,Li1 O1,0.0
mp-849623,Li16 Fe8 P16 O56,3.9852
mp-1196988,K20 Li8 Pr4 F40,6.4766
mp-1184991,Li2 Sn1 Pb1,0.0
mp-758636,Li4 Fe6 P8 O28,3.7629
mp-2988,Li2 Ga1 Rh1,0.0
mp-776318,Li8 Fe4 Ni12 O32,0.08
mp-777511,Li8 Mn4 Fe4 B8 O24,3.0795000000000003
mp-1318887,Li4 Ti2 Cr6 O16,0.8110000000000002
mp-755434,Li4 Mn2 F8,4.0178
mp-850404,Li8 Fe4 O8 F4,1.9422
mp-758793,Li8 Cu4 Si4 O16,0.1415000000000001
mp-1567493,Li4 V2 C4 O12,2.9913000000000003
mp-757626,Li2 Fe3 Co7 O20,0.0
mp-1184988,Li2 Sm1 Al1,0.1103999999999998
mp-752707,Li8 Co4 B4 O16,1.4304
mp-780135,Li4 Mn6 B6 O18,0.0
mp-758188,Li8 Cr4 Si4 O16,1.2517
mp-644136,Li2 H2 Pt1,0.0
mp-1291670,Li4 V6 Co2 O16,0.8129
mp-1290584,Li4 V6 Sn2 O16,0.0
mp-567474,Li2 Cr1 Cl4,0.3302
mp-757856,Li4 Fe2 Co6 O16,0.0
mp-1222662,Li2 Mg1 Bi1,0.0
mp-758831,Li4 Ni6 O12,0.0
mp-776147,Li8 Ti4 Fe12 O32,0.0
mp-765458,Li4 Ni2 P10 O30,0.1663
mp-770689,Li4 Mn2 Al4 O12,1.7195999999999998
mp-778532,Li12 Fe6 F24,2.565
mp-772645,Li12 Mn12 Si18 O54,2.8280000000000003
mp-1188157,Li4 Tm6 Ge6,0.0
mp-532743,Li4 Ti8 Ni2 P8 O40,0.8691
mp-3216,Li2 Zr1 N2,1.5618999999999996
mp-1173897,Li2 Mn1 Co1 O4,0.7612999999999999
mp-1195757,Li4 Sn2 H20 O16,4.465
mp-756636,Li4 Fe4 Sn2 O12,1.6914000000000002
mp-759696,Li2 Bi3 P9 O28,3.9591
mp-773321,Li8 V12 Co4 O32,0.0
mp-757686,Li12 Si18 Ni12 O54,3.2408
mp-757605,Li2 V3 Co1 O8,0.0
mp-37537,Li8 Mn4 Br16,0.0
mp-759229,Li16 Fe8 P8 O32 F8,3.7155
mp-766466,Li8 Mn4 B8 O24,1.2393
mp-763098,Li2 Mn1 F4,4.0065
mp-1177884,Li8 Ti12 Mn4 O32,1.6670000000000005
mp-866197,Li2 Pr1 Pb1,0.0
mp-1222613,Li2 Mg1 Tl1,0.0
mp-765771,Li4 Fe4 Si8 O22,3.4827000000000004
mp-752954,Li4 Cr2 Co6 O16,0.0
mp-759540,Li8 Mn16 P16 O60,3.0924000000000005
mp-770899,Li4 V6 O16,1.7372
mp-753270,Li4 V6 P8 O28,2.9492000000000003
mp-774280,Li8 Fe12 Cu4 O32,0.0
mp-1206429,Li2 U1 N2,0.0
mp-768548,Li4 Mn2 V2 P6 O24,1.0845
mp-758323,Li2 Ti3 Co1 P6 O24,0.0
mp-755808,Li4 Mn2 P4 O14,2.3365
mp-1093569,Li2 Zn1 Pd1,0.0013
mp-1177902,Li8 Mn4 P8 O28,4.1327
mp-863428,Li12 Fe6 Si12 O36,2.9174
mp-15349,Li4 Ge2 O6,3.568
mp-557177,Li8 Al4 B20 O40,5.6317
mp-753626,Li4 Nd2 P2 C2 O14,4.193
mp-776588,Li6 Mn3 V3 P6 O24 F6,0.0766
mp-756663,Li2 Co3 Sn1 O8,0.0
mp-755855,Li4 Fe6 Bi2 O16,0.0
mp-1280539,Li4 Ti2 V6 O16,1.3432
mp-26515,Li8 Co4 P8 O28,2.8447000000000005
mp-1204808,Na4 Li4 Ni2 P12 H48 O60,1.9243
mp-753603,Li8 Mn4 O4 F12,1.0222000000000002
mp-771708,Li4 Ni6 Sb2 O16,0.0
mp-753962,Li8 Ni4 P8 O28,2.0738
mp-1111350,Na1 Li2 As1 F6,3.6192
mp-760131,Li8 Cu8 F28,0.0
mp-753191,Li4 Fe6 O12,0.0
mp-570813,Li4 U2 I12,0.0
mp-753686,Li4 V2 Cr2 P4 O16 F4,2.0572
mp-757519,Li8 Co4 Si16 O40,4.2573
mp-774415,Li2 Cr3 Fe1 O8,0.0
mp-770757,Li4 Mn2 Fe6 O16,0.0
mp-772205,Li8 V12 O32,0.0
mp-1177958,Li8 Fe4 B4 O16,2.778
mp-778731,Li16 Mn8 F32,3.8341
mp-770357,Li8 Al4 Ni4 O16,1.5252
mp-1194671,Li8 Se4 O28,0.2336
mp-1222673,Li2 Ga1 Cu3,0.0
mp-774361,Li8 Mn12 F32,3.5244
mp-759293,Li16 Cr8 P8 O32 F8,2.4355
mp-1111358,Li2 Ga1 Cu1 F6,0.0
mp-27130,Li4 W4 O14,3.7559
mp-684024,Li64 Si32 N64,3.8508
mp-25841,Li4 Ni2 P10 O30,1.0713
mp-699932,Ba12 Li8 Mo16 P24 Cl8 O112,2.1138
mp-1245224,Li68 O34,2.736
mp-755356,Li2 Fe1 F4,3.5017
mp-976114,Li2 Cd1 Hg1,0.0
mp-1302768,Li4 Cr2 Co6 O16,0.0
mp-775196,Li2 Mn1 Cr3 O8,0.0
mp-1306461,Li8 Co4 O12,0.3084000000000002
mp-1177825,Li8 V12 W4 O32,0.9502000000000002
mp-758714,Li2 Mn1 Ni3 O8,0.0
mp-26921,Li2 Ni5 P4 O16,0.0
mp-776481,Li6 Mn3 V3 P6 O24 F6,0.0
mp-558327,Li4 V4 S6 O24,3.3511
mp-583967,Li8 Co4 P8 O32,0.0
mp-759841,Li8 Mn16 O4 F32,1.2026
mp-1173901,Li2 Mn1 Co1 O4,0.0
mp-1340838,Li2 Mg1 Zr2 H4 O4 F12,0.0
mp-780657,Li24 V12 F60,2.0328
mp-849801,Li8 Al4 Co4 O16,0.4311000000000002
mp-1570811,Li2 V5 Cu1 O12,0.7572999999999999
mp-865965,Li2 Ca1 Si1,0.0
mp-540011,Li4 Ni2 P10 O30,0.0
mp-760304,Li8 Cu8 F28,0.0389999999999999
mp-555112,Li4 Cr2 F12,1.2089
mp-849682,Li6 Mn3 V3 P6 H6 O30,0.0
mp-29210,Li4 Ga2,0.0
mp-772934,Li8 Fe12 Cu4 O32,0.0
mp-1205186,Li8 Fe8 P8 O32 F4,0.6709
mp-768068,Li2 Mn1 Fe3 O8,0.0
mp-1177837,Li8 Ti4 Fe4 O16,0.9611000000000004
mp-705031,Li8 Ni4 P8 O32,0.0
mp-779250,Li16 Fe8 B8 O32,1.9074
mp-755903,Li4 Mn4 Cu2 O12,0.2347000000000001
mp-676683,Li20 Fe10 Cl40,0.0304999999999999
mp-764846,Li12 Mn6 F24,3.8456
mp-1111142,Na1 Li2 Ga1 F6,5.3441
mp-771389,Li8 V12 Bi4 O32,0.6582000000000003
mp-1261461,Li8 Si16 Ni4 O40,4.2622
mp-1111346,Na1 Li2 Ir1 F6,1.8335
mp-754099,Li4 Ti2 Fe4 O10,1.2397
mp-758795,Li8 Fe8 Si12 O36,2.9576
mp-754863,Li4 Mn2 Fe2 B4 O12,3.1274999999999995
mp-754650,Li2 V3 Ni1 O8,0.0
mp-754924,Li2 V5 Ni1 O12,0.0268000000000001
mp-1222610,Li2 Mg1 Zn1,0.0
mp-755470,Li2 Bi1 S2,0.0
mp-860968,Li4 Ni2 P8 O24,4.6402
mp-1291363,Li4 Ti2 Cr6 O16,0.9263
mp-1222604,Li2 Tl1 Cd1,0.0
mp-540469,Li2 Co3 P4 O14,2.9026
mp-1222669,Li2 I1 Br1,4.1336
mp-758134,Li4 Ag2 F10,0.1600999999999999
mp-1273464,Li4 Fe6 Sn2 O16,0.0
mp-1210778,Li4 Sm4 Si6,0.0
mp-1184955,Li2 Tl1 Cd1,0.0
mp-755566,Li8 Cr4 O8,1.4700000000000002
mp-776053,Li4 Ti2 Mn4 O12,1.2211
mp-753359,Li8 Mn4 O8 F4,1.0974
mp-758708,Li8 Cu4 Si4 O16,0.0
mp-1239022,Li2 Cu1 O2,0.0
mp-757248,Li8 Fe4 P4 O20,2.1583
mp-756168,Li2 Nb4 O11,2.3244
mp-756560,Li4 Ti6 O14,2.2641
mp-1290528,Li8 Ti4 Fe4 O16,1.7837
mp-1177932,Li4 Mn2 V2 P8 O28,0.4958
mp-781462,Li2 V5 P4 O16,0.0
mp-866196,Li2 Pr1 In1,0.0
mp-759481,Li8 V8 P12 O48,0.8700000000000001
mp-1178070,Li8 Cu4 Si16 O40,0.6419999999999999
mp-774838,Li2 Y14 Ti14 S14 O35,0.0
mp-757506,Li16 Co8 P16 O56,2.5356
mp-675589,Li4 Cu2 P2,0.0
mp-1210796,Li8 Mn4 Ge4 O16,2.0368
mp-776482,Li6 Mn3 V3 P6 H6 O30,0.2440999999999999
mp-777277,Li8 Cr12 Cu4 O32,0.3313999999999999
mp-11644,Li4 Ca2,0.0
mp-1177805,Li2 V4 Cu1 Ni1 O12,0.0258000000000002
mp-757660,Li8 Cu4 C4 O16,0.0691999999999999
mp-776177,Li8 Fe4 F20,2.7262000000000004
mp-752770,Li8 Fe4 P8 O28,0.0895999999999999
mp-1178127,Li8 Fe12 Ni4 O32,0.0
mp-758067,Li8 Co8 P8 O36,0.8091000000000002
mp-772333,Li4 Ni6 Sb2 O16,0.4746000000000001
mp-757851,Li8 Co12 Ni4 O32,0.0
mp-694955,Na1 Li2 La3 Ti6 O18,1.9293
mp-782647,Li8 Mn4 P12 O40,1.3778
mp-26692,Li2 Ni1 P2 O8,0.0
mp-26855,Li4 Sn2 P8 O24,3.9056
mp-770527,Li4 Mn8 O18,0.0
mp-1305526,Li4 V10 O20,0.9717000000000002
mp-776446,Li6 Mn3 V3 P6 O24 F6,0.2452999999999998
mp-1301347,Li8 Ti4 Fe4 O16,1.6268999999999996
mp-21650,Li8 Ni4 Ge12 O32,3.0431
mp-1178005,Li4 Cu8 S6,0.1163999999999996
mp-1198048,Li4 Cu6 Se8 O28,0.6886000000000001
mp-765578,Li4 V2 Si8 O22,0.9103
mp-769287,Li8 Ti4 S8 O4,1.9835000000000005
mp-766018,Li4 Mn2 C4 O12,3.6796000000000006
mp-773062,Li8 Mn12 Cu4 O32,0.1343999999999998
mp-1096172,Li2 Ga1 Sn1,0.1406
mp-15686,Li4 Cu2 As2,0.0
mp-775011,Li4 Nb2 Fe6 O16,1.8009
mp-569055,Cs1 Li2 I3,4.4204
mp-776504,Li6 Mn3 V3 P6 O24 F6,0.0746999999999999
mp-767162,Li4 Mn6 O8 F6,0.7646000000000002
mp-1272200,Li8 Ni4 Bi4 O16,0.0
mp-26348,Li2 Mo1 P2 O8,1.5154
mp-733849,Li12 P12 H12 O42,5.2791
mp-767709,Li4 Mn6 Si6 O20,2.5783
mp-1097264,Ba1 Sr1 Li2,0.3457000000000001
mp-1177860,Li8 Si4 Ni4 O16,3.5775
mp-26257,Li4 Mn2 P4 O14,3.1116
mp-776870,Li4 V6 Sn2 O16,0.8920999999999997
mp-570756,Cs3 Li2 Cl5,5.0892
mp-849445,Li4 Mn2 V2 P4 H4 O20,0.0
mp-1192391,Rb2 Li4 Cd2 C4 O12 F2,3.2753
mp-766106,Li4 V4 Si2 Ge2 O20,1.5351999999999997
mp-778070,Li4 Mn2 V2 P4 H4 O20,0.0
mp-768549,Li4 Mn2 V2 P6 O24,0.9026
mp-759180,Li2 Fe3 Co1 O8,0.0
mp-755828,Li2 V4 Cr1 Cu1 O12,0.3088999999999999
mp-763182,Li8 V4 O8 F4,1.5680000000000005
mp-1177908,Li8 Mn4 P4 C4 O28,1.9911
mp-766139,Li4 V4 F14,0.3709999999999999
mp-1177821,Li4 V6 Fe2 O16,1.2827999999999995
mp-1278198,Li8 Ti4 V4 O16,0.0
mp-1222849,Li4 Sc2 P4 H2 O16,4.7658000000000005
mp-757572,Li8 Mn4 Co12 O32,0.0063999999999999
mp-1232341,K2 Li2 Cu1 Br2 O2,0.0
mp-770862,Li8 Cr8 O28,2.2434
mp-768491,Li8 Fe4 P4 C4 O28,2.2696
mp-25456,Li4 Cu2 P2 C2 O14,0.0
mp-1222616,Li2 Tl1 Hg1,0.0
mp-753660,Li2 V1 Cr1 P2 H2 O10,2.1349
mp-1188448,Li8 Mg4 Ir4,0.0
mp-1203394,Li8 Mn4 P8 O28,4.3532
mp-753584,Li4 Co4 Sn2 O12,0.4552999999999998
mp-567076,Li2 Bi1 Au1,0.0
mp-753296,Li4 Ni6 O12,0.0
mp-1222757,Li2 Mg1 Ti9 O20,2.7058
mp-774554,Li2 Y14 Ti14 S14 O35,0.0
mp-757613,Li8 Co12 Sb4 O32,0.4516999999999997
mp-1178000,Li8 Ti4 Cr12 O32,0.7439
mp-765964,Li8 V4 Si8 O28,1.3048000000000002
mp-735824,K5 Li10 Al5 Si20 O50 F10,0.8465000000000003
mp-26333,Li8 Co4 P8 O28,3.2494
mp-767149,Li4 Fe2 Si6 O16,2.6144
mp-754267,Li2 Mn1 Cu3 O8,0.0
mp-768896,Li8 Ni8 S12 O48,3.8594
mp-758830,Li8 Fe8 Si12 O36,3.8247
mp-1307940,Li4 Fe6 Sn2 O16,0.1697000000000001
mp-867599,Li4 Cu6 F18,0.414
mp-759482,Li8 V4 O8 F4,0.0
mp-774943,Li8 Fe12 Ni4 O32,0.0
mp-780512,Li4 Mn6 B6 O18,0.0
mp-1274020,Li8 Ti4 V4 O16,0.0
mp-1202011,Li4 U6 Se4 O40,0.1886
mp-753700,Li4 Si4 W2 O14,2.7995000000000005
mp-861530,Li8 Cr8 Fe4 Sb4 O32,1.6540999999999997
mp-771246,Li2 V3 Te1 O8,0.2941000000000002
mp-1642784,Li8 Co4 P8 O28,3.1138000000000003
mp-753810,Li4 Si2 Ni2 O8,3.0107
mp-890597,Li4 Mn2 V2 P4 O16 F4,0.0
mp-782667,Li8 Mn4 Si4 O16,2.7851000000000004
mp-1177762,Li4 V2 Fe2 P4 O16 F4,1.7344000000000002
mp-554014,Li2 Cu5 Si4 O14,0.2186000000000003
mp-760143,Li4 V2 Cr2 P4 O16 F4,1.7942
mp-1173929,Li4 Mn2 Co2 O8,0.4516999999999997
mp-753291,Li4 Mn2 P4 O16,0.7397999999999999
mp-754601,Li4 V6 Te2 O16,0.4365999999999994
mp-1301210,Li4 Mn2 Co2 O8,0.3399000000000001
mp-1222647,Li2 Mg1 Ga1,0.0
mp-3540,Li8 Sn4 O12,3.1283000000000003
mp-849566,Li8 Mn12 B12 O36,0.0
mp-801707,Li2 Si4 Ni5 O14,0.0
mp-753438,Li8 V4 O8 F4,1.5531000000000006
mp-777721,Li2 Fe3 W1 O8,0.0
mp-557229,Li6 Mo12 O39,2.3953
mp-8184,Li4 Zn2 Ge2 O8,3.1053
mp-38008,Li4 Cd2 Cl8,3.6297
mp-1177851,Li4 Ti2 Cr6 O16,0.7193999999999998
mp-849423,Li6 Mn3 V3 P6 H6 O30,0.5207999999999999
mp-777104,Li8 Cr4 P16 O48,3.4608
mp-766942,Li8 Mn4 F20,1.5240999999999998
mp-761669,Li8 Ti12 Co4 O32,1.8695
mp-1277330,Li4 Co2 O4,2.3336
mp-867561,Li4 Cu4 F14,0.0
mp-1178130,Li8 Cr4 Co12 O32,0.5611000000000002
mp-1276652,Li8 Ti4 Cr4 O16,0.0
mp-770553,Li8 Al4 Co4 O16,1.2949000000000002
mp-25399,Li4 P2 W2 O8 F2,1.9728
mp-26947,Li4 V2 P4 O16,1.5765999999999998
mp-27231,Li8 Te4 O12,3.5802
mp-772718,Na4 Li8 Fe4 P4 C4 O28,3.8463
mp-9610,Li2 C1 N2,3.7395
mp-756363,Li4 V4 Co2 O12,0.6882000000000001
mp-557861,Li2 Ca1 Ta2 O7,2.1401
mp-758757,Li12 Mn18 O36,0.0
mp-753941,Li4 Cr6 O12,0.0
mp-32525,Li8 V4 P8 O32,2.382
mp-758928,Li8 V4 C8 O24,2.2015
mp-9066,Na2 Li4 As2 O8,3.8891
mp-775461,Li8 V12 Fe4 O32,0.8365
mp-540530,Li2 Co1 P4 O12,2.8595
mp-776553,Li4 Mn2 V2 P4 H4 O20,0.2936000000000001
mp-1307013,Li4 V6 Te2 O16,0.0
mp-771039,Na2 Li4 Mn2 P2 C2 O14,3.4761
mp-759898,Li8 Co4 C8 O24,2.0957000000000003
mp-768970,Li8 Bi4 O12,0.0
mp-770477,Li4 Cu2 As2 C2 O14,0.1206999999999999
mp-777443,Li6 Fe3 F18,0.0
mp-1211024,Li2 Be1 As2,0.0
mp-1105291,Li4 Mn2 Sn2 S8,0.0706999999999999
mp-757421,Li4 Cr6 Si6 O20,1.9814
mp-1302307,Li4 Fe4 C6 O18,3.7322
mp-756154,Li4 Cr6 Bi2 O16,0.0
mp-1173884,Li4 Mn2 Co2 O8,0.6204999999999998
mp-1199122,Li24 Ca12 Si24 N48,3.4658
mp-775484,Ba6 Li2 Ti16 O39,2.1144
mp-19183,Li2 Ni1 O2,0.6210999999999998
mp-1571048,Li8 V4 C8 O24,2.6758
mp-768945,Li2 Cr1 Fe1 O4,1.4074000000000004
mp-775339,Li4 V2 Si12 O30,1.7923
mp-1579309,Li4 Mn2 P4 O14,4.2349
mp-759454,Li4 V4 F14,0.4542
mp-1202181,Li4 V4 P4 O22,1.774
mp-770719,Rb2 Li4 Ni4 B6 O18,0.6137
mp-1173887,Li4 Co2 O6,0.2345000000000001
mp-772182,Li4 Mn2 B2 As2 O14,0.4916999999999999
mp-766441,Li4 V2 C4 O12,2.6053
mp-20657,Li8 B4 Pd12,0.0
mp-777485,Li8 Mn4 F16,3.691
mp-1212077,Li8 W4 O48,0.0177
mp-734071,Li4 Cr4 H8 O18,2.6469
mp-761608,Li4 Co2 Ni2 O8,0.0
mp-684477,Li4 Sb2 P10 O30,3.7537
mp-1104760,Li6 U3 N6,0.0
mp-1220813,Na1 Li2 Ru6 O12,0.0
mp-32899,Li22 S11,1.8754
mp-1567262,Li4 Mn4 Sb2 O12,0.9462000000000006
mp-1306444,Li8 V4 O8 F8,1.79
mp-758370,Li4 P10 W2 O30,1.5090000000000003
mp-849775,Li8 Cu4 Si16 O40,0.3051999999999997
mp-1178038,Li2 Bi1 S2,0.0
mp-757875,Li8 Co12 Sn4 O32,0.0
mp-778554,Li4 Mn2 F8,3.7186
mp-772563,Li8 V4 O8 F12,2.252
mp-771145,Li8 Ni4 C4 S4 O28,3.2596
mp-765354,Li16 Co16 S24 O96,2.7744
mp-775259,Li8 Mn12 F32,3.3773
mp-1191817,Li4 In4 Si2 Se12,1.8159
mp-865713,Li2 Tl1 Bi1,0.2293000000000002
mp-769658,Li8 Ti4 Fe4 O16,0.79
mp-757887,Li8 Co4 Si16 O40,3.2401
mp-756321,Li2 V3 Fe1 O8,0.0
mp-765293,Li4 Cr2 Co6 O16,0.0
mp-561011,Li6 Ta6 O9 F18,3.8336
mp-1111363,Li2 Fe1 Ag1 F6,1.5286000000000002
mp-1173919,Li4 Mn2 Co2 O8,0.2723999999999997
mp-756441,Li4 Fe2 P2 C2 O14,2.0804
mp-765351,Li8 Sn16 P16 O60,2.8944
mp-1249301,Li4 V2 Si12 O30,2.2147
